timestamp,open,high,low,close
2024-06-04,0.9165,0.9205,0.9159,0.9189
2024-06-05,0.919,0.921,0.9181,0.9196
2024-06-06,0.9197,0.9203,0.9173,0.9179
2024-06-07,0.918,0.9257,0.9171,0.9256
2024-06-10,0.9278,0.9314,0.9273,0.9286
2024-06-11,0.9288,0.9326,0.9279,0.9306
2024-06-12,0.9307,0.9313,0.9213,0.9247
2024-06-13,0.9247,0.9314,0.9243,0.9308
2024-06-14,0.9309,0.9371,0.9305,0.9338
2024-06-17,0.9339,0.9354,0.9311,0.9314
2024-06-18,0.9314,0.9334,0.929,0.9307
2024-06-19,0.9308,0.9321,0.9297,0.9304
2024-06-20,0.9304,0.9344,0.9301,0.934
2024-06-21,0.934,0.9368,0.9325,0.9348
2024-06-24,0.9349,0.9357,0.9302,0.9314
2024-06-25,0.9314,0.9352,0.9304,0.9332
2024-06-26,0.9331,0.9373,0.9328,0.9361
2024-06-27,0.936,0.9363,0.932,0.9338
2024-06-28,0.934,0.9356,0.9322,0.9332
2024-07-01,0.9309,0.9325,0.9277,0.931
2024-07-02,0.931,0.9334,0.9297,0.9303
2024-07-03,0.9302,0.9312,0.9243,0.9269
2024-07-04,0.9267,0.9271,0.9244,0.9247
2024-07-05,0.9246,0.9249,0.922,0.9222
2024-07-08,0.9239,0.9244,0.9218,0.9234
2024-07-09,0.9235,0.9252,0.9228,0.9244
2024-07-10,0.9245,0.9247,0.9231,0.9231
2024-07-11,0.9231,0.9231,0.9173,0.9199
2024-07-12,0.9201,0.9204,0.9162,0.9166
2024-07-15,0.9178,0.9186,0.9154,0.9175
2024-07-16,0.9174,0.9195,0.9168,0.9172
2024-07-17,0.9172,0.9176,0.9132,0.9139
2024-07-18,0.9139,0.9177,0.9137,0.9174
2024-07-19,0.9174,0.9192,0.917,0.9186
2024-07-22,0.9182,0.9194,0.9169,0.918
2024-07-23,0.9179,0.9219,0.9175,0.921
2024-07-24,0.9213,0.9234,0.92,0.9222
2024-07-25,0.9223,0.9232,0.9198,0.9216
2024-07-26,0.9219,0.922,0.9199,0.921
2024-07-29,0.921,0.9254,0.9197,0.9237
2024-07-30,0.9237,0.9257,0.9226,0.9245
2024-07-31,0.9245,0.9253,0.9215,0.9233
2024-08-01,0.9234,0.9275,0.9227,0.9264
2024-08-02,0.9264,0.9272,0.915,0.9163
2024-08-05,0.9154,0.9177,0.9083,0.9127
2024-08-06,0.9128,0.9168,0.9119,0.9148
2024-08-07,0.9145,0.9166,0.9142,0.9152
2024-08-08,0.9152,0.9186,0.9134,0.9157
2024-08-09,0.9158,0.9164,0.9146,0.916
2024-08-12,0.9158,0.9163,0.9139,0.9146
2024-08-13,0.9144,0.9159,0.9089,0.9095
2024-08-14,0.9093,0.9099,0.9067,0.9067
2024-08-15,0.9078,0.9129,0.9075,0.9112
2024-08-16,0.9112,0.9112,0.9064,0.9065
2024-08-19,0.9064,0.9069,0.9016,0.902
2024-08-20,0.9017,0.9029,0.8982,0.8982
2024-08-21,0.8984,0.9005,0.8947,0.8966
2024-08-22,0.8964,0.9007,0.8959,0.8996
2024-08-23,0.8996,0.9001,0.8925,0.8933
2024-08-26,0.8932,0.8964,0.8925,0.8957
2024-08-27,0.8957,0.8965,0.8933,0.8938
2024-08-28,0.8938,0.9002,0.8937,0.899
2024-08-29,0.899,0.9042,0.8974,0.9024
2024-08-30,0.9024,0.9052,0.9011,0.9047
2024-09-02,0.9049,0.9054,0.9025,0.903
2024-09-03,0.9029,0.9066,0.9029,0.9054
2024-09-04,0.9054,0.9055,0.9011,0.902
2024-09-05,0.9019,0.9027,0.8991,0.8999
2024-09-06,0.8998,0.9033,0.8965,0.9018
2024-09-09,0.9019,0.906,0.9014,0.9058
2024-09-10,0.9059,0.9076,0.9048,0.9072
2024-09-11,0.9071,0.9086,0.9044,0.9077
2024-09-12,0.9076,0.9083,0.9026,0.9028
2024-09-13,0.9027,0.903,0.9006,0.9026
2024-09-16,0.9023,0.9025,0.8978,0.898
2024-09-17,0.8981,0.8997,0.8969,0.8994
2024-09-18,0.8994,0.9009,0.8936,0.8992
2024-09-19,0.899,0.903,0.8943,0.8956
2024-09-20,0.8957,0.8977,0.8941,0.8956
2024-09-23,0.8957,0.9019,0.8952,0.8997
2024-09-24,0.8996,0.9004,0.8941,0.8943
2024-09-25,0.8942,0.8988,0.8916,0.898
2024-09-26,0.898,0.8985,0.8935,0.8945
2024-09-27,0.8946,0.8986,0.8924,0.8954
2024-09-30,0.8955,0.8994,0.8919,0.8979
2024-10-01,0.8978,0.905,0.8971,0.9031
2024-10-02,0.9031,0.9061,0.9021,0.9049
2024-10-03,0.9047,0.9081,0.9047,0.9061
2024-10-04,0.9062,0.9129,0.9056,0.9114
2024-10-07,0.9113,0.9125,0.9099,0.9109
2024-10-08,0.9109,0.9119,0.9091,0.9106
2024-10-09,0.9103,0.9141,0.9103,0.9137
2024-10-10,0.9137,0.9171,0.913,0.9143
2024-10-11,0.9142,0.915,0.9127,0.914
2024-10-14,0.9144,0.918,0.9141,0.9165
2024-10-15,0.9166,0.9187,0.9158,0.9178
2024-10-16,0.918,0.9211,0.9172,0.9202
2024-10-17,0.9202,0.9246,0.9199,0.9228
2024-10-18,0.923,0.9235,0.9197,0.92
2024-10-21,0.9202,0.9247,0.9196,0.9243
2024-10-22,0.9244,0.9263,0.9225,0.9257
2024-10-23,0.9259,0.9289,0.9251,0.9271
2024-10-24,0.9269,0.9282,0.9228,0.9233
2024-10-25,0.9233,0.9263,0.9223,0.9257
2024-10-28,0.9268,0.9272,0.9234,0.9245
2024-10-29,0.9245,0.9283,0.9234,0.9245
2024-10-30,0.9243,0.9248,0.9196,0.9209
2024-10-31,0.9208,0.9219,0.9182,0.9186
2024-11-01,0.9187,0.923,0.9168,0.9222
2024-11-04,0.9189,0.9197,0.916,0.919
2024-11-05,0.919,0.9195,0.9141,0.9147
2024-11-06,0.9146,0.9358,0.9141,0.9318
2024-11-07,0.9316,0.9332,0.9234,0.9254
2024-11-08,0.9254,0.9354,0.9251,0.9326
2024-11-11,0.9333,0.9403,0.9319,0.9383
2024-11-12,0.9383,0.9436,0.9374,0.9411
2024-11-13,0.9414,0.947,0.9386,0.9464
2024-11-14,0.9463,0.9521,0.9449,0.9495
2024-11-15,0.9493,0.9505,0.9442,0.9486
2024-11-18,0.949,0.9495,0.9425,0.9433
2024-11-19,0.943,0.9497,0.9429,0.9435
2024-11-20,0.9437,0.9514,0.9423,0.9482
2024-11-21,0.9483,0.9555,0.9472,0.9545
2024-11-22,0.9545,0.9669,0.9524,0.9597
2024-11-25,0.9541,0.9567,0.9494,0.9525
2024-11-26,0.9525,0.9587,0.9481,0.9531
2024-11-27,0.9531,0.9545,0.9443,0.9461
2024-11-28,0.9463,0.9496,0.9458,0.9473
2024-11-29,0.9472,0.9483,0.9436,0.9451
2024-12-02,0.9457,0.9556,0.9454,0.9522
2024-12-03,0.9524,0.9538,0.9491,0.9513
2024-12-04,0.9512,0.9545,0.9483,0.9512
2024-12-05,0.951,0.9514,0.9441,0.9442
2024-12-06,0.9443,0.9483,0.9408,0.9461
2024-12-09,0.9469,0.9492,0.9437,0.9473
2024-12-10,0.9473,0.9522,0.946,0.9497
2024-12-11,0.9496,0.9539,0.9486,0.9525
2024-12-12,0.9525,0.9553,0.9494,0.9552
2024-12-13,0.955,0.9563,0.9502,0.9518
2024-12-16,0.9533,0.9542,0.9501,0.9511
2024-12-17,0.951,0.954,0.9493,0.9529
2024-12-18,0.9529,0.9662,0.951,0.966
2024-12-19,0.9656,0.9665,0.9592,0.9647
2024-12-20,0.965,0.9664,0.957,0.9586
2024-12-23,0.9584,0.9627,0.9569,0.9607
2024-12-24,0.9606,0.9628,0.9604,0.9614
2024-12-25,0.9621,0.9622,0.9599,0.9612
2024-12-26,0.9602,0.9621,0.9585,0.9592
2024-12-27,0.959,0.9607,0.9573,0.9589
2024-12-30,0.9587,0.9636,0.956,0.9607
2024-12-31,0.9605,0.9665,0.959,0.9656
2025-01-01,0.9663,0.9664,0.9647,0.9654
2025-01-02,0.9654,0.9768,0.9636,0.9737
2025-01-03,0.9741,0.9743,0.9697,0.9698
2025-01-06,0.9702,0.971,0.9581,0.9622
2025-01-07,0.9622,0.9668,0.9582,0.9668
2025-01-08,0.9665,0.9729,0.9652,0.9689
2025-01-09,0.9692,0.972,0.9686,0.9707
2025-01-10,0.9702,0.9782,0.9695,0.9758
2025-01-13,0.9768,0.9821,0.9754,0.9761
2025-01-14,0.9764,0.9765,0.9698,0.9699
2025-01-15,0.9702,0.9737,0.966,0.9716
2025-01-16,0.9709,0.974,0.9692,0.9704
2025-01-17,0.9709,0.9739,0.9678,0.9735
2025-01-20,0.9729,0.9737,0.9583,0.9597
2025-01-21,0.96,0.9666,0.9582,0.9585
2025-01-22,0.9584,0.9617,0.9561,0.9604
2025-01-23,0.9597,0.9636,0.9578,0.9599
2025-01-24,0.9601,0.9601,0.9503,0.9525
2025-01-27,0.9537,0.9563,0.9492,0.9529
2025-01-28,0.9529,0.9599,0.9527,0.9585
2025-01-29,0.9587,0.9628,0.9573,0.9596
2025-01-30,0.9596,0.9624,0.9554,0.962
2025-01-31,0.9618,0.9658,0.9583,0.965
2025-02-03,0.9772,0.9789,0.966,0.9666
2025-02-04,0.966,0.9728,0.9625,0.9633
2025-02-05,0.9637,0.964,0.9578,0.9611
2025-02-06,0.961,0.9655,0.9607,0.9629
2025-02-07,0.9627,0.9699,0.9613,0.9679
2025-02-10,0.971,0.9714,0.9673,0.97
2025-02-11,0.9701,0.9713,0.964,0.9649
2025-02-12,0.9627,0.9689,0.9586,0.9629
2025-02-13,0.9629,0.9633,0.9552,0.9554
2025-02-14,0.9554,0.9569,0.9509,0.9528
2025-02-17,0.9533,0.9551,0.9516,0.9536
2025-02-18,0.9544,0.9579,0.953,0.9571
2025-02-19,0.9571,0.9612,0.9556,0.9591
2025-02-20,0.9588,0.9595,0.9518,0.952
2025-02-21,0.9523,0.9567,0.9517,0.9555
2025-02-24,0.955,0.9564,0.9496,0.955
2025-02-25,0.9546,0.956,0.9504,0.9508
2025-02-26,0.951,0.9544,0.9499,0.9535
2025-02-27,0.9535,0.9615,0.9528,0.9614
2025-02-28,0.9614,0.965,0.9594,0.9637
2025-03-03,0.961,0.9622,0.9522,0.9534
2025-03-04,0.953,0.9547,0.9407,0.9408
2025-03-05,0.9412,0.9429,0.926,0.9266
2025-03-06,0.9266,0.9284,0.9214,0.927
2025-03-07,0.9266,0.9273,0.9183,0.9228
2025-03-10,0.9224,0.9252,0.9195,0.9226
2025-03-11,0.9226,0.9228,0.9132,0.9162
2025-03-12,0.9162,0.9191,0.9147,0.9182
2025-03-13,0.9181,0.9237,0.9174,0.9211
2025-03-14,0.921,0.923,0.9163,0.919
2025-03-17,0.919,0.9197,0.9149,0.9153
2025-03-18,0.9153,0.9177,0.9126,0.9134
2025-03-19,0.9134,0.9203,0.9131,0.9168
2025-03-20,0.9167,0.9242,0.9157,0.9209
2025-03-21,0.9209,0.9255,0.9206,0.9241
2025-03-24,0.9237,0.9272,0.9208,0.9257
2025-03-25,0.9255,0.9275,0.9231,0.9264
2025-03-26,0.9264,0.931,0.9255,0.9307
2025-03-27,0.9308,0.9314,0.924,0.9257
2025-03-28,0.9258,0.9286,0.9219,0.9233
2025-03-31,0.9242,0.927,0.9216,0.924
2025-04-01,0.9241,0.9275,0.9231,0.9261
2025-04-02,0.9263,0.9272,0.9162,0.9231
2025-04-03,0.9229,0.925,0.8978,0.9047
2025-04-04,0.9047,0.915,0.9001,0.9122
2025-04-07,0.9156,0.917,0.9051,0.9161
2025-04-08,0.916,0.9178,0.9096,0.9125
2025-04-09,0.9124,0.9154,0.9012,0.9129
