timestamp,open,high,low,close
2024-04-11,0.26617,0.26801,0.26478,0.26687
2024-04-12,0.26792,0.26792,0.26416,0.26456
2024-04-15,0.26742,0.26933,0.26512,0.26637
2024-04-16,0.26648,0.2676,0.26434,0.26549
2024-04-17,0.26549,0.26599,0.26232,0.26335
2024-04-18,0.26273,0.2646,0.26135,0.26364
2024-04-19,0.26364,0.2658,0.25985,0.26518
2024-04-22,0.26549,0.26634,0.26399,0.26399
2024-04-23,0.26491,0.26549,0.26323,0.26479
2024-04-24,0.26536,0.26575,0.26324,0.26394
2024-04-25,0.2639,0.2644,0.26188,0.26214
2024-04-26,0.26297,0.26351,0.26086,0.26183
2024-04-29,0.26336,0.26657,0.26166,0.26647
2024-04-30,0.26634,0.2682,0.26513,0.26704
2024-05-01,0.2682,0.26838,0.26531,0.26581
2024-05-02,0.26582,0.26889,0.26549,0.26874
2024-05-03,0.26836,0.26978,0.26782,0.26904
2024-05-06,0.26901,0.26971,0.26614,0.26833
2024-05-07,0.26832,0.27028,0.26747,0.26999
2024-05-08,0.26977,0.27025,0.26785,0.26867
2024-05-09,0.26867,0.26884,0.26664,0.26797
2024-05-10,0.26797,0.26936,0.26723,0.26818
2024-05-13,0.26866,0.2691,0.26707,0.26871
2024-05-14,0.2687,0.27056,0.26724,0.26987
2024-05-15,0.26974,0.27255,0.26943,0.27181
2024-05-16,0.27196,0.27243,0.26976,0.27008
2024-05-17,0.27014,0.27058,0.26787,0.26908
2024-05-20,0.26832,0.27126,0.26828,0.27117
2024-05-21,0.27087,0.27258,0.27057,0.27161
2024-05-22,0.27194,0.27254,0.2706,0.27147
2024-05-23,0.27139,0.27239,0.27106,0.27109
2024-05-24,0.27109,0.27311,0.27094,0.27283
2024-05-27,0.27283,0.27303,0.27084,0.27149
2024-05-28,0.27167,0.27231,0.27052,0.27122
2024-05-29,0.27088,0.27166,0.26875,0.26936
2024-05-30,0.26941,0.26994,0.26755,0.26984
2024-05-31,0.26969,0.26978,0.26786,0.26887
2024-06-03,0.26941,0.2736,0.26877,0.27294
2024-06-04,0.27306,0.27327,0.26992,0.27038
2024-06-05,0.27027,0.2711,0.26805,0.26829
2024-06-06,0.26832,0.26906,0.26698,0.26699
2024-06-07,0.26743,0.26855,0.26479,0.26561
2024-06-10,0.26502,0.26689,0.26502,0.26667
2024-06-11,0.2667,0.26991,0.26526,0.26835
2024-06-12,0.26915,0.27116,0.26771,0.26958
2024-06-13,0.27022,0.27108,0.26814,0.26855
2024-06-14,0.26837,0.26896,0.26716,0.26801
2024-06-17,0.26824,0.26945,0.26653,0.2689
2024-06-18,0.26875,0.26912,0.26778,0.26851
2024-06-19,0.26847,0.26949,0.26755,0.26853
2024-06-20,0.26864,0.26938,0.26706,0.26754
2024-06-21,0.26775,0.26826,0.26513,0.26543
2024-06-24,0.26605,0.26872,0.26594,0.26768
2024-06-25,0.26796,0.26874,0.2661,0.26683
2024-06-26,0.2667,0.26724,0.26539,0.26602
2024-06-27,0.26602,0.26636,0.26528,0.26556
2024-06-28,0.26555,0.26594,0.26423,0.26508
2024-07-01,0.26475,0.26682,0.26446,0.26481
2024-07-02,0.26495,0.26593,0.26418,0.26516
2024-07-03,0.26513,0.26624,0.26416,0.26573
2024-07-04,0.2655,0.2677,0.26532,0.26656
2024-07-05,0.26724,0.27112,0.26679,0.27066
2024-07-08,0.27068,0.27176,0.26933,0.27151
2024-07-09,0.27151,0.27325,0.2698,0.27155
2024-07-10,0.27155,0.27344,0.27124,0.27287
2024-07-11,0.27269,0.27507,0.27249,0.27458
2024-07-12,0.27445,0.27853,0.27327,0.27679
2024-07-15,0.27784,0.27795,0.27498,0.27585
2024-07-16,0.27582,0.27646,0.27392,0.27621
2024-07-17,0.2762,0.2762,0.27369,0.27466
2024-07-18,0.27453,0.27535,0.27334,0.27376
2024-07-19,0.27338,0.27424,0.27159,0.27384
2024-07-22,0.27352,0.27544,0.27326,0.27443
2024-07-23,0.27445,0.27633,0.27429,0.27509
2024-07-24,0.27521,0.27554,0.273,0.27362
2024-07-25,0.27362,0.27364,0.27069,0.27121
2024-07-26,0.27169,0.27336,0.27077,0.27252
2024-07-29,0.26999,0.27134,0.26666,0.26751
2024-07-30,0.26735,0.26835,0.26486,0.26687
2024-07-31,0.26687,0.26687,0.26346,0.26368
2024-08-01,0.26403,0.2647,0.26191,0.26228
2024-08-02,0.26237,0.26337,0.2615,0.26231
2024-08-05,0.26247,0.26249,0.26,0.26074
2024-08-06,0.26074,0.26204,0.2592,0.26026
2024-08-07,0.26084,0.26443,0.26004,0.26266
2024-08-08,0.2629,0.26517,0.26252,0.26468
2024-08-09,0.26489,0.26825,0.26406,0.26797
2024-08-12,0.26775,0.26775,0.26338,0.26422
2024-08-13,0.26422,0.26904,0.2636,0.26804
2024-08-14,0.26846,0.26985,0.26681,0.26826
2024-08-15,0.26878,0.27126,0.26814,0.27055
2024-08-16,0.27056,0.27234,0.26972,0.27222
2024-08-19,0.27128,0.27148,0.26823,0.26827
2024-08-20,0.26921,0.27094,0.26856,0.26976
2024-08-21,0.26976,0.27092,0.26757,0.26823
2024-08-22,0.26817,0.26946,0.26783,0.26892
2024-08-23,0.269,0.27139,0.26866,0.27056
2024-08-26,0.27105,0.27321,0.27017,0.27136
2024-08-27,0.27134,0.27199,0.27008,0.27105
2024-08-28,0.27133,0.2732,0.27079,0.27235
2024-08-29,0.27246,0.27333,0.27171,0.27276
2024-08-30,0.27273,0.27547,0.2723,0.27526
